Entity,Year,Life expectancy - Type: period - Sex: both - Age: 0
Anguilla,1972,659.989
Antigua and Barbuda,1972,710.159
Argentina,1972,659.233
Armenia,1972,645.348
Aruba,1972,685.774
Asia (UN),1972,552.811
Australia,1972,717.697
Austria,1972,706.202
Azerbaijan,1972,598.027
Bahamas,1972,664.133
Bahrain,1972,663.726
Bangladesh,1972,495.906
Barbados,1972,689.291
Belarus,1972,713.239
Belgium,1972,714.104
Belize,1972,644.527
Benin,1972,431.584
Bermuda,1972,699.614
Bhutan,1972,415.856
Bolivia,1972,474.967
Bonaire Sint Eustatius and Saba,1972,731.458
Bosnia and Herzegovina,1972,67.672
Botswana,1972,563.001
Brazil,1972,580.321
British Virgin Islands,1972,671.432
Brunei,1972,653.505
Bulgaria,1972,708.879
Burkina Faso,1972,400.533
Burundi,1972,256.132
Cambodia,1972,402.237
Cameroon,1972,488.999
Canada,1972,72.828
Cape Verde,1972,55.309
Cayman Islands,1972,645.588
Central African Republic,1972,462.945
Chad,1972,413.994
Chile,1972,622.807
China,1972,584.184
Colombia,1972,625.686
Comoros,1972,463.049
Congo,1972,543.598
Cook Islands,1972,660.866
Costa Rica,1972,667.156
Cote d'Ivoire,1972,45.724
Croatia,1972,695.753
Cuba,1972,694.619
Curacao,1972,688.926
Cyprus,1972,698.113
Czechia,1972,702.309
Democratic Republic of Congo,1972,439.332
Denmark,1972,734.689
Djibouti,1972,485.279
Dominica,1972,671.103
Dominican Republic,1972,574.174
East Timor,1972,383.178
Ecuador,1972,582.052
Egypt,1972,507.654
El Salvador,1972,530.192
Equatorial Guinea,1972,43.284
Eritrea,1972,418.482
Estonia,1972,700.401
Eswatini,1972,518.212
Ethiopia,1972,415.503
Europe (UN),1972,703.388
Falkland Islands,1972,557.462
Faroe Islands,1972,748.271
Fiji,1972,617.842
Finland,1972,708.673
France,1972,723.163
French Guiana,1972,645.063
French Polynesia,1972,629.363
Gabon,1972,536.051
Gambia,1972,409.146
Georgia,1972,650.715
Germany,1972,711.537
Ghana,1972,480.255
Gibraltar,1972,708.267
Greece,1972,728.316
Greenland,1972,637.523
Grenada,1972,668.223
Guadeloupe,1972,657.701
Guam,1972,653.506
Guatemala,1972,516.381
Guernsey,1972,738.733
Guinea,1972,396.735
Guinea-Bissau,1972,386.976
Guyana,1972,606.362
Haiti,1972,479.448
High-income countries,1972,708.229
Honduras,1972,556.072
Hong Kong,1972,723.778
Hungary,1972,69.721
Iceland,1972,742.091
India,1972,49.025
Indonesia,1972,542.425
Iran,1972,516.588
Iraq,1972,61.388
Ireland,1972,709.563
Isle of Man,1972,653.709
Israel,1972,715.684
Italy,1972,721.447
Jamaica,1972,671.024
Japan,1972,732.413
Jersey,1972,703.474
Jordan,1972,623.487
Kazakhstan,1972,611.012
Kenya,1972,550.124
Kiribati,1972,554.764
Kosovo,1972,651.931
Kuwait,1972,674.208
Kyrgyzstan,1972,587.962
Land-locked Developing Countries (LLDC),1972,458.912
Laos,1972,442.493
Latin America and the Caribbean (UN),1972,598.733
Latvia,1972,700.767
Least developed countries,1972,445.179
Lebanon,1972,669.066
Lesotho,1972,517.217
Less developed regions,1972,53.636
"Less developed regions, excluding China",1972,516.489
"Less developed regions, excluding least developed countries",1972,550.925
Liberia,1972,41.482
Libya,1972,57.49
Liechtenstein,1972,68.086
Lithuania,1972,709.109
Low-income countries,1972,43.645
Lower-middle-income countries,1972,50.688
Luxembourg,1972,703.315
Macao,1972,700.441
Madagascar,1972,483.374
Malawi,1972,379.041
Malaysia,1972,64.083
Maldives,1972,471.125
Mali,1972,338.597
Malta,1972,708.097
Marshall Islands,1972,593.519
Martinique,1972,668.948
Mauritania,1972,516.557
Mauritius,1972,605.062
Mayotte,1972,640.006
Mexico,1972,616.143
Micronesia (country),1972,617.811
Middle-income countries,1972,550.333
Moldova,1972,639.491
Monaco,1972,734.692
Mongolia,1972,540.161
Montenegro,1972,705.713
Montserrat,1972,66.007
More developed regions,1972,709.003
Morocco,1972,497.195
Mozambique,1972,415.902
Myanmar,1972,514.975
Namibia,1972,54.781
Nauru,1972,604.491
Nepal,1972,436.891
Netherlands,1972,737.834
New Caledonia,1972,621.498
New Zealand,1972,718.243
Nicaragua,1972,486.264
Niger,1972,356.324
Nigeria,1972,41.273
Niue,1972,647.889
No income group available,1972,652.098
North Korea,1972,618.068
North Macedonia,1972,655.735
Northern America (UN),1972,713.165
Northern Mariana Islands,1972,65.617
Norway,1972,743.497
Oceania (UN),1972,677.967
Oman,1972,495.709
Pakistan,1972,55.239
Palau,1972,57.523
Palestine,1972,566.482
Panama,1972,664.574
Papua New Guinea,1972,532.155
Paraguay,1972,629.354
Peru,1972,567.372
Philippines,1972,618.306
Poland,1972,705.469
Portugal,1972,691.604
Puerto Rico,1972,713.019
Qatar,1972,676.118
Reunion,1972,639.505
Romania,1972,68.518
Russia,1972,676.775
Rwanda,1972,464.977
Saint Barthelemy,1972,666.114
Saint Helena,1972,684.725
Saint Kitts and Nevis,1972,601.866
Saint Lucia,1972,646.482
Saint Martin (French part),1972,716.313
Saint Pierre and Miquelon,1972,673.914
Saint Vincent and the Grenadines,1972,684.989
Samoa,1972,612.298
San Marino,1972,740.899
Sao Tome and Principe,1972,573.492
Saudi Arabia,1972,547.919
Senegal,1972,417.529
Serbia,1972,672.321
Seychelles,1972,598.962
Sierra Leone,1972,397.669
Singapore,1972,691.998
Sint Maarten (Dutch part),1972,717.358
Slovakia,1972,703.014
Slovenia,1972,688.298
Small Island Developing States (SIDS),1972,603.638
Solomon Islands,1972,577.966
Somalia,1972,45.94
South Africa,1972,562.722
South Korea,1972,633.184
South Sudan,1972,319.074
Spain,1972,729.557
Sri Lanka,1972,658.284
Sudan,1972,499.251
Suriname,1972,605.073
Sweden,1972,747.046
Switzerland,1972,737.594
Syria,1972,619.004
Taiwan,1972,697.656
Tajikistan,1972,576.373
Tanzania,1972,473.244
Thailand,1972,590.515
Togo,1972,470.894
Tokelau,1972,62.421
Tonga,1972,639.833
Trinidad and Tobago,1972,649.469
Tunisia,1972,561.073
Turkey,1972,580.686
Turkmenistan,1972,584.252
Turks and Caicos Islands,1972,57.391
Tuvalu,1972,543.639
Uganda,1972,469.667
Ukraine,1972,694.188
United Arab Emirates,1972,62.304
United Kingdom,1972,719.897
United States,1972,71.172
United States Virgin Islands,1972,663.412
Upper-middle-income countries,1972,597.078
Uruguay,1972,689.328
Uzbekistan,1972,616.271
Vanuatu,1972,562.707
Venezuela,1972,654.198
Vietnam,1972,531.029
Wallis and Futuna,1972,534.232
Western Sahara,1972,431.455
World,1972,571.231
Yemen,1972,42.46
Zambia,1972,526.285
Zimbabwe,1972,574.007
Afghanistan,1973,390.029
Africa (UN),1973,461.543
Albania,1973,671.401
Algeria,1973,450.793
American Samoa,1973,673.766
Andorra,1973,745.689
Angola,1973,412.705
Anguilla,1973,663.752
Antigua and Barbuda,1973,713.493
Argentina,1973,66.323
Armenia,1973,646.111
Aruba,1973,690.918
Asia (UN),1973,559.197
Australia,1973,720.599
Austria,1973,711.961
Azerbaijan,1973,600.447
Bahamas,1973,664.876
Bahrain,1973,671.831
Bangladesh,1973,498.281
Barbados,1973,691.667
Belarus,1973,714.599
Belgium,1973,716.335
Belize,1973,646.224
Benin,1973,435.964
Bermuda,1973,718.877
Bhutan,1973,424.512
Bolivia,1973,47.975
Bonaire Sint Eustatius and Saba,1973,735.034
Bosnia and Herzegovina,1973,682.162
Botswana,1973,568.615
Brazil,1973,584.718
British Virgin Islands,1973,678.086
Brunei,1973,659.629
Bulgaria,1973,71.33
Burkina Faso,1973,405.481
Burundi,1973,37.275
Cambodia,1973,400.243
Cameroon,1973,493.235
Canada,1973,730.715
Cape Verde,1973,560.079
Cayman Islands,1973,648.564
Central African Republic,1973,468.538
Chad,1973,417.803
Chile,1973,639.046
China,1973,593.891
Colombia,1973,630.604
Comoros,1973,46.881
Congo,1973,547.001
Cook Islands,1973,662.838
Costa Rica,1973,679.526
Cote d'Ivoire,1973,465.561
Croatia,1973,699.885
Cuba,1973,700.204
Curacao,1973,693.015
Cyprus,1973,701.633
Czechia,1973,700.891
Democratic Republic of Congo,1973,44.096
Denmark,1973,736.954
Djibouti,1973,491.192
Dominica,1973,680.488
Dominican Republic,1973,580.423
East Timor,1973,38.994
Ecuador,1973,588.371
Egypt,1973,508.524
El Salvador,1973,540.477
Equatorial Guinea,1973,434.767
Eritrea,1973,422.523
Estonia,1973,702.444
Eswatini,1973,524.685
Ethiopia,1973,416.349
Europe (UN),1973,704.014
Falkland Islands,1973,559.767
Faroe Islands,1973,752.605
Fiji,1973,61.022
Finland,1973,713.662
France,1973,724.799
French Guiana,1973,646.913
French Polynesia,1973,632.063
Gabon,1973,54.057
Gambia,1973,413.937
Georgia,1973,65.421
Germany,1973,713.674
Ghana,1973,483.978
Gibraltar,1973,713.752
Greece,1973,730.284
Greenland,1973,63.292
Grenada,1973,672.171
Guadeloupe,1973,662.895
Guam,1973,65.752
Guatemala,1973,530.026
Guernsey,1973,737.576
Guinea,1973,398.912
Guinea-Bissau,1973,390.336
Guyana,1973,606.832
Haiti,1973,482.079
High-income countries,1973,709.945
Honduras,1973,544.149
Hong Kong,1973,729.099
Hungary,1973,69.6
Iceland,1973,743.324
India,1973,495.395
Indonesia,1973,548.498
Iran,1973,529.455
Iraq,1973,620.303
Ireland,1973,711.728
Isle of Man,1973,665.553
Israel,1973,716.699
Italy,1973,72.105
Jamaica,1973,67.551
Japan,1973,734.061
Jersey,1973,709.449
Jordan,1973,629.085
Kazakhstan,1973,613.908
Kenya,1973,55.677
Kiribati,1973,559.706
Kosovo,1973,655.223
Kuwait,1973,675.783
Kyrgyzstan,1973,591.748
Land-locked Developing Countries (LLDC),1973,467.321
Laos,1973,444.765
Latin America and the Caribbean (UN),1973,604.398
Latvia,1973,698.254
Least developed countries,1973,452.031
Lebanon,1973,672.291
Lesotho,1973,521.197
Less developed regions,1973,542.855
"Less developed regions, excluding China",1973,522.434
"Less developed regions, excluding least developed countries",1973,557.514
Liberia,1973,419.101
Libya,1973,582.874
Liechtenstein,1973,642.455
Lithuania,1973,71.303
Low-income countries,1973,445.215
Lower-middle-income countries,1973,512.425
Luxembourg,1973,702.014
Macao,1973,705.676
Madagascar,1973,488.251
Malawi,1973,385.442
Malaysia,1973,646.199
Maldives,1973,482.139
Mali,1973,345.651
Malta,1973,705.517
Marshall Islands,1973,597.467
Martinique,1973,67.249
Mauritania,1973,518.976
Mauritius,1973,608.693
Mayotte,1973,645.581
Mexico,1973,620.549
Micronesia (country),1973,621.386
Middle-income countries,1973,556.324
Moldova,1973,641.634
Monaco,1973,735.172
Mongolia,1973,54.631
Montenegro,1973,707.895
Montserrat,1973,668.647
More developed regions,1973,710.107
Morocco,1973,501.714
Mozambique,1973,417.072
Myanmar,1973,518.703
Namibia,1973,553.743
Nauru,1973,605.291
Nepal,1973,440.438
Netherlands,1973,742.299
New Caledonia,1973,627.422
New Zealand,1973,716.757
Nicaragua,1973,557.248
Niger,1973,357.037
Nigeria,1973,420.111
Niue,1973,651.844
No income group available,1973,657.346
North Korea,1973,623.861
North Macedonia,1973,659.579
Northern America (UN),1973,715.377
Northern Mariana Islands,1973,660.388
Norway,1973,744.409
Oceania (UN),1973,680.447
Oman,1973,508.587
Pakistan,1973,554.856
Palau,1973,580.671
Palestine,1973,347.406
Panama,1973,670.871
Papua New Guinea,1973,538.694
Paraguay,1973,630.656
Peru,1973,570.848
Philippines,1973,616.409
Poland,1973,705.295
Portugal,1973,686.044
Puerto Rico,1973,715.805
Qatar,1973,680.487
Reunion,1973,64.548
Romania,1973,679.219
Russia,1973,67.673
Rwanda,1973,459.053
Saint Barthelemy,1973,671.838
Saint Helena,1973,686.512
Saint Kitts and Nevis,1973,602.754
Saint Lucia,1973,648.309
Saint Martin (French part),1973,718.197
Saint Pierre and Miquelon,1973,682.448
Saint Vincent and the Grenadines,1973,685.827
Samoa,1973,617.466
San Marino,1973,750.115
Sao Tome and Principe,1973,579.411
Saudi Arabia,1973,55.932
Senegal,1973,42.557
Serbia,1973,676.494
Seychelles,1973,606.162
Sierra Leone,1973,402.168
Singapore,1973,696.168
Sint Maarten (Dutch part),1973,720.962
Slovakia,1973,700.298
Slovenia,1973,689.909
Small Island Developing States (SIDS),1973,607.716
Solomon Islands,1973,585.943
Somalia,1973,461.306
South Africa,1973,567.224
South Korea,1973,638.111
South Sudan,1973,364.786
Spain,1973,727.348
Sri Lanka,1973,65.939
Sudan,1973,530.689
Suriname,1973,606.965
Sweden,1973,748.643
Switzerland,1973,740.602
Syria,1973,606.914
Taiwan,1973,698.728
Tajikistan,1973,579.402
Tanzania,1973,479.781
Thailand,1973,59.836
Togo,1973,475.968
Tokelau,1973,627.069
Tonga,1973,642.415
Trinidad and Tobago,1973,655.606
Tunisia,1973,572.002
Turkey,1973,585.212
Turkmenistan,1973,588.324
Turks and Caicos Islands,1973,601.715
Tuvalu,1973,571.974
Uganda,1973,468.395
Ukraine,1973,695.367
United Arab Emirates,1973,633.508
United Kingdom,1973,721.866
United States,1973,713.883
United States Virgin Islands,1973,670.339
Upper-middle-income countries,1973,604.583
Uruguay,1973,690.961
Uzbekistan,1973,616.761
Vanuatu,1973,569.504
Venezuela,1973,659.357
Vietnam,1973,567.864
Wallis and Futuna,1973,540.625
Western Sahara,1973,43.802
World,1973,576.327
Yemen,1973,433.478
Zambia,1973,532.999
Zimbabwe,1973,573.672
Afghanistan,1974,395.498
Africa (UN),1974,464.601
Albania,1974,677.695
Algeria,1974,460.341
American Samoa,1974,67.73
Andorra,1974,748.656
Angola,1974,416.522
Anguilla,1974,66.803
Antigua and Barbuda,1974,717.471
Argentina,1974,665.626
Armenia,1974,648.254
Aruba,1974,695.026
Asia (UN),1974,564.214
Australia,1974,71.851
Austria,1974,711.749
Azerbaijan,1974,602.282
Bahamas,1974,670.012
Bahrain,1974,678.643
Bangladesh,1974,491.595
Barbados,1974,695.195
Belarus,1974,713.142
Belgium,1974,719.694
Belize,1974,650.298
Benin,1974,440.847
Bermuda,1974,723.937
Bhutan,1974,432.646
Bolivia,1974,48.446
Bonaire Sint Eustatius and Saba,1974,737.218
Bosnia and Herzegovina,1974,688.618
Botswana,1974,574.241
Brazil,1974,588.807
British Virgin Islands,1974,680.247
Brunei,1974,665.277
Bulgaria,1974,712.467
Burkina Faso,1974,413.544
Burundi,1974,430.123
Cambodia,1974,398.028
Cameroon,1974,495.706
Canada,1974,731.446
Cape Verde,1974,568.368
Cayman Islands,1974,652.713
Central African Republic,1974,474.021
Chad,1974,417.847
Chile,1974,649.012
China,1974,601.683
Colombia,1974,636.401
Comoros,1974,474.739
Congo,1974,550.591
Cook Islands,1974,662.506
Costa Rica,1974,68.454
Cote d'Ivoire,1974,475.062
Croatia,1974,70.285
Cuba,1974,705.696
Curacao,1974,696.367
Cyprus,1974,552.298
Czechia,1974,70.175
Democratic Republic of Congo,1974,444.098
Denmark,1974,73.823
Djibouti,1974,495.236
Dominica,1974,687.846
Dominican Republic,1974,586.502
East Timor,1974,368.772
Ecuador,1974,595.262
Egypt,1974,518.379
El Salvador,1974,546.676
Equatorial Guinea,1974,401.862
Eritrea,1974,422.434
Estonia,1974,70.531
Eswatini,1974,530.864
Ethiopia,1974,394.531
Europe (UN),1974,706.441
Falkland Islands,1974,561.483
Faroe Islands,1974,752.273
Fiji,1974,616.863
Finland,1974,712.923
France,1974,728.103
French Guiana,1974,653.499
French Polynesia,1974,635.006
Gabon,1974,54.567
Gambia,1974,41.954
Georgia,1974,655.913
Germany,1974,716.839
Ghana,1974,487.767
Gibraltar,1974,706.378
Greece,1974,734.672
Greenland,1974,628.806
Grenada,1974,67.583
Guadeloupe,1974,666.539
Guam,1974,660.102
Guatemala,1974,540.389
Guernsey,1974,736.667
Guinea,1974,401.372
Guinea-Bissau,1974,417.573
Guyana,1974,607.598
Haiti,1974,484.187
High-income countries,1974,713.969
Honduras,1974,523.125
Hong Kong,1974,73.452
Hungary,1974,692.739
Iceland,1974,744.588
India,1974,502.441
Indonesia,1974,554.292
Iran,1974,538.538
Iraq,1974,608.985
Ireland,1974,711.153
Isle of Man,1974,659.887
Israel,1974,718.115
Italy,1974,728.036
Jamaica,1974,678.378
Japan,1974,738.343
Jersey,1974,711.832
Jordan,1974,634.336
Kazakhstan,1974,616.366
Kenya,1974,556.344
Kiribati,1974,562.659
Kosovo,1974,658.304
Kuwait,1974,679.298
Kyrgyzstan,1974,595.131
Land-locked Developing Countries (LLDC),1974,466.755
Laos,1974,455.317
Latin America and the Caribbean (UN),1974,608.618
Latvia,1974,699.744
Least developed countries,1974,451.392
Lebanon,1974,672.941
Lesotho,1974,523.717
Less developed regions,1974,547.315
"Less developed regions, excluding China",1974,52.656
"Less developed regions, excluding least developed countries",1974,563.123
Liberia,1974,423.825
Libya,1974,595.884
Liechtenstein,1974,700.451
Lithuania,1974,713.657
Low-income countries,1974,445.296
Lower-middle-income countries,1974,517.223
Luxembourg,1974,701.712
Macao,1974,709.951
Madagascar,1974,492.182
Malawi,1974,392.711
Malaysia,1974,652.091
Maldives,1974,493.587
Mali,1974,354.258
Malta,1974,716.026
Marshall Islands,1974,600.807
Martinique,1974,675.838
Mauritania,1974,521.838
Mauritius,1974,613.395
Mayotte,1974,650.367
Mexico,1974,624.588
Micronesia (country),1974,624.989
Middle-income countries,1974,561.063
Moldova,1974,642.112
Monaco,1974,735.624
Mongolia,1974,55.215
Montenegro,1974,714.208
Montserrat,1974,673.889
More developed regions,1974,71.322
Morocco,1974,506.731
Mozambique,1974,420.645
Myanmar,1974,522.464
Namibia,1974,558.933
Nauru,1974,608.636
Nepal,1974,444.637
Netherlands,1974,74.607
New Caledonia,1974,632.156
New Zealand,1974,719.413
Nicaragua,1974,55.85
Niger,1974,360.031
Nigeria,1974,42.791
Niue,1974,65.583
No income group available,1974,663.333
North Korea,1974,629.624
North Macedonia,1974,666.142
Northern America (UN),1974,720.587
Northern Mariana Islands,1974,665.065
Norway,1974,747.639
Oceania (UN),1974,680.624
Oman,1974,520.978
Pakistan,1974,554.722
Palau,1974,586.235
Palestine,1974,579.814
Panama,1974,67.653
Papua New Guinea,1974,544.803
Paraguay,1974,632.332
Peru,1974,574.829
Philippines,1974,616.799
Poland,1974,710.187
Portugal,1974,691.236
Puerto Rico,1974,716.341
Qatar,1974,685.525
Reunion,1974,651.404
Romania,1974,691.281
Russia,1974,67.699
Rwanda,1974,453.042
Saint Barthelemy,1974,676.688
Saint Helena,1974,688.271
Saint Kitts and Nevis,1974,617.217
Saint Lucia,1974,655.641
Saint Martin (French part),1974,719.611
Saint Pierre and Miquelon,1974,692.692
Saint Vincent and the Grenadines,1974,690.788
Samoa,1974,622.501
San Marino,1974,754.875
Sao Tome and Principe,1974,580.416
Saudi Arabia,1974,570.168
Senegal,1974,432.108
Serbia,1974,681.259
Seychelles,1974,613.481
Sierra Leone,1974,406.911
Singapore,1974,700.736
Sint Maarten (Dutch part),1974,723.095
Slovakia,1974,701.777
Slovenia,1974,693.332
Small Island Developing States (SIDS),1974,611.315
Solomon Islands,1974,593.564
Somalia,1974,438.177
South Africa,1974,571.171
South Korea,1974,642.779
South Sudan,1974,365.141
Spain,1974,730.951
Sri Lanka,1974,659.993
Sudan,1974,532.301
